,1100205,1302603,1200401,5002704,1600303,5300108,1400100,5103403,1721000,3550308,2211001,3304557,1501402,5208707,2927408,2111300,2704302,4314902,4106902,3106200,2304400,2611606,2507507,2800308,2408102,3205309,3106705,3118601,3136702,3143302,3154606,3170107,3170206,3509502,3518800,3534401,3543402,3547809,3548708,3549904,3552205,3506003,3510609,3513801,3516200,3518701,3523107,3525904,3526902,3529401,3530607,3538709,3541000,3548500,3549805,3551009,3554102,2910800,2933307,4104808,4113700,4115200,4119905,4125506,3201308,3205002,3205200,5201108,5201405,3300456,3301702,3303302,3303500,3303906,3304904,3305109,3127701,3122306,3131307,3157807,3104007,3118304,3119401,3129806,3168606,4105805,4108304,4118204,4128104,4100400,4101408,4101507,4101804,4103701,4104204,4107652,4109401,4119152,4119509,4127700,3103504,3131703,3143906,3134202,3138203,3145208,3147907,3148004,3151800,3152501,3156700,3169901,3170701,3171204,3501608,3503208,3505708,3513009,3515004,3519071,3520509,3522505,3524402,3529005,3541406,3543907,3548906,3552403,3552502,3552809,5003702,5200258,5212501,5218805,3300100,3300704,3301900,3302403,3302502,3306305,3201209
a1,-8.54,-11.01,-6.73,-14.00,-7.60,-10.27,-9.03,-11.91,-9.60,-8.95,-10.00,-9.69,-9.00,-11.27,-8.80,-9.25,-9.55,-12.85,-12.90,-10.61,-9.00,-9.75,-10.44,-8.82,-10.20,-9.60,-12.90,-11.00,-10.51,-13.20,-13.59,-11.58,-11.14,-10.73,-10.02,-9.31,-11.28,-9.25,-9.46,-9.79,-11.90,-10.80,-9.35,-9.68,-12.53,-11.33,-9.97,-11.11,-11.56,-10.27,-9.32,-11.50,-10.95,-9.23,-10.72,-10.79,-11.65,-12.47,-10.47,-10.66,-9.79,-10.40,-12.07,-11.17,-8.91,-9.04,-9.15,-10.78,-12.70,-10.45,-10.50,-10.00,-10.47,-10.54,-11.54,-10.84,-14.24,-10.71,-15.93,-14.68,-12.00,-10.15,-15.11,-15.53,-12.59,-16.06,-13.66,-15.00,-14.49,-15.00,-16.56,-20.50,-14.56,-11.64,-18.29,-15.41,-15.18,-14.56,-12.53,-14.75,-22.75,-25.03,-12.29,-14.88,-15.82,-12.52,-15.91,-12.07,-11.12,-11.29,-15.04,-12.76,-11.25,-16.41,-12.62,-13.33,-11.37,-10.56,-11.25,-12.27,-13.95,-10.98,-13.56,-11.71,-11.81,-12.93,-13.43,-13.82,-12.21,-10.95,-18.023361000000001,-15.92016400,-15.90516600,-22.478351000000000,-15.663874000000000,-12.778682999999999,-13.91273500,-14.33100200,-12.060654000000000,-10.323285000000000,-16.090306999999999
a2,0.036329000000000000,0.05,0.007005000000000000,0.07460600000000001,0.02362900000000000,0.05223200000000000,0.043622000000000001,0.061446000000000001,0.032397000000000,0.033401000000000000,0.044359999999999997,0.046826000000000000,0.0609200000000000019,0.04865200000000000,0.029995000000000001,0.05932000000000000,0.052113000000000000,0.05441800000000000,0.05956900000000000,0.03268300000000000,0.060828000000000000,0.074963000000000002,0.06441700000000000,0.03760600000000000,0.048883000000000003,0.053828000000000001,0.054700000,0.040221000000000000,0.03351700,0.050110000000000002,0.064072000000000004,0.0425900,0.051365000000000001,0.047264000000000000,0.03678500,0.032259999999999997,0.05273200,0.03086400,0.035422000000000002,0.027209000000000001,0.06165000,0.037059000000000002,0.023682000000000002,0.03597400,0.041151000000000000,0.070336999999999997,0.025950000000000001,0.057237000000000003,0.042237999999999998,0.043228000000000003,0.021575000000000000,0.054491999999999999,0.057530999999999999,0.044016000000000000,0.043860000000000003,0.054276999999999999,0.037680999999999999,0.064671000000000006,0.030362000000000000,0.050005000000000001,0.02228900,0.02749000,0.038934000000000003,0.03202400,0.032496999999999998,0.037283999999999998,0.038295000000000003,0.03250100,0.066978999999999997,0.038129999999999997,0.041293000000000003,0.052879000000000002,0.045274000000000002,0.038598000000000000,0.059475000000000000,0.050964000000000002,0.059729999999999998,0.017437999999999999,0.079058000000000003,0.053964999999999999,0.02921700,0.012197000000000000,0.069901000000000005,0.060616999999999997,0.051977000000000002,0.067067000000000002,0.045569999999999999,0.065767999999999993,0.049419999999999999,0.061171000000000003,0.064912999999999998,0.10113700,0.059984000000000003,0.028860000000000000,0.090325000000000003,0.066444000000000003,0.053213999999999997,0.060900000000000003,0.042729999999999997,0.068259000000000000,0.12987599999999999,0.18625700,0.047871999999999998,0.05039900,0.060134000000000000,0.028992000000000000,0.055639000000000001,0.037485999999999998,0.020573000000000001,0.028361000000000001,0.058784000000000003,0.035522999999999999,0.021881999999999999,0.06435000,0.040850999999999998,0.05384800,0.049690999999999999,0.030040000000000001,0.03550300,0.040279000000000002,0.052192000000000002,0.033508000000000003,0.053266000000000001,0.027262999999999999,0.034647999999999998,0.045887999999999998,0.044909999999999999,0.055180000000000000,0.050580000000000000,0.037869000000000000,0.10755300,0.07651300,0.071985999999999994,0.14298100,0.094343999999999997,0.049452999999999997,0.081809000000000007,0.072179999999999994,0.051080000000000000,0.0294000,0.088204000000000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
